run_id,jour_local,fenetre,mf_wmo,cc_avg,cc_max,cc_low_avg,cc_mid_avg,precip_sum,temp_c_avg,visi_m_min,humi_avg,cc_hours,cc_low_hours,cc_mid_hours,precip_hours,temp_c_hours,wmo_hours,source
30784634382,2026-08-04,Après-midi,3,77.5,100.0,72.83,60.83,0.0,26.55,19999.86,0.53,"[72.5, 100.0, 45.0, 94.5, 53.0, 100.0]","[72.5, 100.0, 44.5, 89.0, 39.0, 92.0]","[null, 59.5, null, null, 23.0, 100.0]","[0.0, 0.0, 0.01, null, 0.0, 0.0]","[25.1, 25.7, 26.0, 28.7, 28.7, 25.1]","[2, 3, 2, null, 2, 3]",hora_diag
30784634382,2026-08-04,Matin,0,31.5,99.5,26.25,0.0,0.0,17.98,19999.93,0.73,"[null, 0.0, 0.0, 4.0, 54.0, 99.5]","[0.0, 0.0, 0.0, 4.0, 54.0, 99.5]","[0.0, 0.0, null, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.6, 15.1, 16.2, 19.4, null, 23.6]","[null, 0, 0, 0, 2, 3]",hora_diag
30784634382,2026-08-04,Nuit,0,15.67,94.0,0.0,0.0,0.0,18.04,19999.79,0.76,"[0.0, 0.0, 0.0, 0.0, 0.0, 94.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, null, 0.0, 0.0]","[19.1, 18.5, 18.0, 17.5, 17.1, null]","[0, 0, 0, null, 0, 0]",hora_diag
30784634382,2026-08-04,Soir,1,52.5,100.0,52.25,28.9,0.01,22.1,19999.83,0.72,"[100.0, 12.5, 99.0, 96.5, 7.0, 0.0]","[100.0, 12.5, 98.5, 96.5, 6.0, 0.0]","[100.0, 0.0, 43.5, 0.0, 1.0, null]","[0.0, 0.03, 0.0, 0.0, 0.0, 0.0]","[23.9, 23.0, 22.2, 21.5, 20.7, 21.3]","[3, 0, 3, 3, 0, 0]",hora_diag
30877882075,2026-08-04,Après-midi,3,75.25,100.0,67.17,58.7,0.01,26.95,19999.81,0.51,"[100.0, 100.0, 16.0, 42.5, 100.0, 93.0]","[100.0, 100.0, 16.0, 39.5, 99.5, 48.0]","[0.5, 99.0, null, 7.0, 100.0, 87.0]","[0.0, 0.03, 0.02, 0.0, 0.0, 0.0]","[25.6, 25.1, 25.9, 27.2, 28.6, 29.3]","[3, 3, 1, 2, 3, 3]",hora_diag
30877882075,2026-08-04,Matin,1,2.25,9.0,14.67,0.0,0.0,19.05,19999.79,0.79,"[0.0, null, 9.0, 0.0, 0.0, null]","[0.0, 0.0, 9.0, 0.0, 0.0, 79.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.7, 15.3, 16.5, 20.3, 22.4, 24.1]","[0, null, 0, 0, 0, null]",hora_diag
30877882075,2026-08-04,Soir,0,52.75,100.0,40.67,40.9,0.0,23.97,19999.66,0.65,"[99.5, 100.0, 17.0, 100.0, 0.0, 0.0]","[32.5, 94.5, 17.0, 100.0, 0.0, 0.0]","[99.0, 99.0, null, 6.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.1, 24.7, 23.5, 23.0, 23.3, 22.2]","[3, 3, 1, 3, 0, 0]",hora_diag
30877882075,2026-08-05,Après-midi,2,76.25,100.0,70.6,46.58,0.0,21.72,19999.8,0.54,"[73.5, 100.0, 100.0, 81.0, 100.0, 3.0]","[73.5, 100.0, 100.0, 76.5, null, 3.0]","[1.0, 71.0, 91.0, 19.5, 97.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.01, 0.0]","[22.0, 22.1, 22.5, 22.1, 20.4, 21.2]","[2, 3, 3, 2, 3, 0]",hora_diag
30877882075,2026-08-05,Matin,1,87.38,100.0,84.92,0.42,0.0,18.73,19999.88,0.77,"[90.0, null, 82.5, 77.0, null, 100.0]","[90.0, 81.0, 82.5, 77.0, 82.0, 97.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.3, 17.7, 18.1, 19.4, 19.4, 20.5]","[3, null, 2, 2, null, 3]",hora_diag
30877882075,2026-08-05,Nuit,1,0.88,3.5,17.25,0.0,0.0,19.22,19999.86,0.84,"[3.5, null, 0.0, 0.0, null, 0.0]","[3.5, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.1, 20.2, 19.4, 18.7, 18.1, 17.8]","[0, null, 0, 0, null, 0]",hora_diag
30877882075,2026-08-05,Soir,0,17.92,99.0,6.17,17.58,0.0,19.07,19999.74,0.61,"[99.0, 6.5, 0.5, 0.0, 0.0, 1.5]","[35.0, 0.5, 0.0, 0.0, 0.0, 1.5]","[99.0, 6.0, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.9, 20.2, 19.6, 18.7, 17.8, 17.2]","[3, 0, 0, 0, 0, 0]",hora_diag
31147634178,2026-08-07,Après-midi,0,0.0,0.0,0.0,0.0,0.0,22.65,19999.99,0.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, null, null, 0.0, 0.0, 0.0]","[21.3, 23.0, 23.7, 23.2, 22.6, 22.1]","[0, null, null, 0, 0, 0]",hora_diag
31147634178,2026-08-07,Matin,0,46.5,100.0,0.0,0.0,0.0,13.87,19999.63,0.78,"[0.0, 79.0, 100.0, 100.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.4, 10.2, 11.1, 14.0, 17.4, 20.1]","[0, 0, 0, 0, 0, 0]",hora_diag
31147634178,2026-08-07,Soir,2,91.67,100.0,0.0,0.0,0.0,19.28,19999.74,0.58,"[99.0, 75.0, 91.0, 99.0, 100.0, 86.0]","[0.0, 0.0, 0.0, 0.0, 0.0, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.5, 20.8, 19.6, 18.7, 17.7, 17.4]","[0, 0, 0, 0, 0, 3]",hora_diag
31147634178,2026-08-08,Après-midi,2,100.0,100.0,0.0,0.58,0.0,29.7,20000.02,0.18,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.2, 28.4, 29.6, 30.5, 31.1, 31.4]","[0, 0, 0, 0, 0, 0]",hora_diag
31147634178,2026-08-08,Matin,2,100.0,100.0,0.0,11.8,0.0,16.95,19999.84,0.62,"[100.0, 100.0, 100.0, 100.0, 100.0, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, null, 59.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[12.7, 12.5, 13.3, 16.8, 20.9, 25.5]","[0, 0, 3, 3, 0, null]",hora_diag
31147634178,2026-08-08,Nuit,1,48.5,98.5,0.0,0.0,0.0,14.58,19999.96,0.75,"[4.5, 0.0, 91.5, 89.5, 98.5, 7.0]","[0.0, 0.0, 0.0, null, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.6, 15.5, 14.8, 14.3, 13.5, 12.8]","[0, 0, 0, 3, 0, 0]",hora_diag
31147634178,2026-08-08,Soir,0,61.0,100.0,0.0,33.33,0.0,27.6,19999.73,0.26,"[100.0, 100.0, 91.0, 14.0, 0.0, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[31.4, 29.8, 28.7, 27.4, 25.2, 23.1]","[3, 3, 0, 0, 0, null]",hora_diag
31267123916,2026-08-08,Soir,0,36.25,100.0,0.0,1.33,0.0,27.6,19999.86,0.27,"[100.0, 12.5, 0.0, 5.0, 0.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.2, 29.8, 28.7, 27.4, 25.7, 23.8]","[0, 0, 0, 0, 0, 0]",hora_diag
31267123916,2026-08-09,Après-midi,0,18.5,91.5,0.0,0.0,0.0,29.06,19999.79,0.34,"[91.5, 19.5, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[28.6, 29.8, 30.6, 29.1, 27.2, null]","[0, 0, 0, 0, 0, 0]",hora_diag
31267123916,2026-08-09,Matin,1,64.1,100.0,0.0,0.0,0.0,21.85,19999.68,0.41,"[null, 37.0, 83.5, 0.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[null, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.5, 19.9, null, 21.2, 24.8, null]","[null, 0, 0, 0, 0, 0]",hora_diag
31267123916,2026-08-09,Nuit,0,89.67,100.0,0.0,72.08,0.0,21.26,20000.08,0.4,"[38.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[29.5, 100.0, 97.0, 100.0, 100.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.1, null, 21.5, 21.0, 19.7, 22.0]","[2, 3, 91, 91, 91, 0]",hora_diag
31267123916,2026-08-09,Soir,0,0.0,0.0,0.0,0.0,0.0,23.28,19999.76,0.52,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.0, 26.1, 24.4, 22.5, 20.4, 19.3]","[0, 0, 0, 0, 0, 0]",hora_diag
31323980555,2026-08-09,Soir,0,0.0,0.0,0.0,0.0,0.0,21.76,19999.73,0.58,"[0.0, 0.0, 0.0, 0.0, null, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.6, null, 22.9, 20.9, 19.4, 19.0]","[0, 0, 0, 0, null, 0]",hora_diag
31323980555,2026-08-10,Après-midi,0,0.0,0.0,0.0,0.0,0.0,23.67,19999.81,0.51,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, null, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.5, 23.1, 24.0, 24.4, 24.3, 23.7]","[0, 0, 0, 0, 0, 0]",hora_diag
31323980555,2026-08-10,Matin,0,10.33,22.5,10.33,0.0,0.0,19.08,2477.5,0.83,"[22.5, 11.0, 15.5, 13.0, 0.0, 0.0]","[22.5, 11.0, 15.5, 13.0, 0.0, 0.0]","[0.0, 0.0, null, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.8, 17.2, 18.2, 19.6, 20.9, 21.8]","[1, 0, 1, 1, 0, 0]",hora_diag
31323980555,2026-08-10,Nuit,0,2.33,9.0,2.33,0.0,0.0,17.92,19999.75,0.87,"[0.0, 0.0, 0.0, 0.0, 5.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 5.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.6, 18.1, 17.9, null, 17.8, 17.2]","[0, 0, 0, 0, 0, 0]",hora_diag
31323980555,2026-08-10,Soir,0,0.0,0.0,0.0,0.0,0.0,21.3,19999.78,0.67,"[0.0, 0.0, null, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.2, 22.5, 21.7, 20.9, 19.7, 19.8]","[0, 0, null, 0, 0, 0]",hora_diag
31355703848,2026-08-10,Après-midi,0,0.0,0.0,0.0,0.0,0.0,23.23,19999.74,0.56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.2, 22.9, 23.2, 23.6, 23.9, 23.6]","[0, 0, 0, 0, 0, 0]",hora_diag
31355703848,2026-08-10,Matin,0,8.42,34.5,8.42,0.0,0.0,19.08,7638.47,0.83,"[34.5, 15.0, 0.0, 0.5, 0.5, 0.0]","[34.5, 15.0, 0.0, 0.5, 0.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.1, 17.2, 18.2, 19.6, 20.8, 21.6]","[1, 1, 0, 0, 0, 0]",hora_diag
31355703848,2026-08-10,Soir,0,0.0,0.0,0.0,0.0,0.0,21.05,19999.7,0.71,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.1, 22.5, 21.7, 20.7, 19.4, 18.9]","[0, 0, 0, 0, 0, 0]",hora_diag
31355703848,2026-08-11,Après-midi,0,0.0,0.0,0.0,0.0,0.0,31.08,19999.87,0.32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.9, 29.8, 31.3, 32.3, 33.2, 32.0]","[0, 0, 0, 0, 0, 0]",hora_diag
31355703848,2026-08-11,Matin,0,0.0,0.0,0.0,0.0,0.0,18.98,19999.86,0.76,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.8, 15.8, 16.6, 19.3, 21.9, 24.5]","[0, 0, 0, 0, 0, 0]",hora_diag
31355703848,2026-08-11,Nuit,0,0.0,0.0,0.0,0.0,0.0,17.67,19999.69,0.76,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[19.0, 18.6, 18.2, 17.4, 16.7, 16.1]","[0, 0, 0, 0, 0, 0]",hora_diag
31355703848,2026-08-11,Soir,0,0.0,0.0,0.0,0.0,0.0,29.17,19999.68,0.36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[31.7, 31.0, 31.0, 29.4, 26.8, 25.1]","[0, 0, 0, 0, 0, 0]",hora_diag
31563485211,2026-08-12,Après-midi,1,26.92,72.5,0.0,26.92,0.0,36.02,19999.87,0.2,"[0.0, 1.0, 0.0, 17.0, 71.0, 72.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 17.0, 71.0, 72.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[33.7, 35.0, 36.1, 36.8, 37.2, 37.3]","[0, 0, 0, 1, 2, 2]",hora_diag
31563485211,2026-08-12,Matin,1,49.0,100.0,0.0,49.0,0.0,23.73,19999.79,0.45,"[2.5, 91.0, 100.0, 100.0, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 91.0, 100.0, 100.0, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.6, 20.5, 21.7, 23.1, 25.9, 30.6]","[0, 3, 3, 3, 0, 0]",hora_diag
31563485211,2026-08-12,Soir,1,27.42,68.5,0.0,27.42,0.0,33.45,19999.74,0.22,"[53.0, 68.5, 40.5, 2.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[53.0, 68.5, 40.5, 2.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[36.1, 37.1, 34.8, 32.8, 30.8, 29.1]","[2, 2, 2, 0, 0, 0]",hora_diag
31563485211,2026-08-13,Après-midi,0,0.0,0.0,0.0,0.0,0.0,33.57,19999.76,0.28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[34.7, 35.9, 33.9, 33.1, 32.7, 31.1]","[0, 0, 0, 0, 0, 0]",hora_diag
31563485211,2026-08-13,Matin,0,4.75,27.5,0.0,4.75,0.0,26.95,19999.72,0.28,"[27.5, 0.5, 0.0, 0.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.5, 0.5, 0.0, 0.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.4, 23.8, 24.2, 27.3, 29.9, 33.1]","[1, 0, 0, 0, 0, 0]",hora_diag
31563485211,2026-08-13,Nuit,0,14.5,38.0,0.0,14.5,0.0,25.0,19999.86,0.31,"[0.0, 0.0, 7.0, 31.0, 11.0, 38.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 7.0, 31.0, 11.0, 38.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.2, 25.9, 24.9, 24.4, 23.9, 23.7]","[0, 0, 0, 1, 0, 2]",hora_diag
31563485211,2026-08-13,Soir,0,0.0,0.0,0.0,0.0,0.0,23.93,19999.64,0.61,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[29.1, 25.7, 24.1, 22.6, 21.5, 20.6]","[0, 0, 0, 0, 0, 0]",hora_diag
31721049951,2026-08-13,Soir,0,0.0,0.0,0.0,0.0,0.0,24.15,19999.73,0.65,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[29.7, 26.6, 23.9, 22.6, 21.4, 20.7]","[0, 0, 0, 0, 0, 0]",hora_diag
31721049951,2026-08-14,Après-midi,0,0.0,0.0,0.0,0.0,0.0,25.67,19999.63,0.61,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.1, 25.6, 25.8, 26.3, 25.8, 25.4]","[0, 0, 0, 0, 0, 0]",hora_diag
31721049951,2026-08-14,Matin,0,29.58,81.0,29.58,0.0,0.0,20.62,1184.48,0.87,"[50.5, 36.0, 81.0, 10.0, 0.0, 0.0]","[50.5, 36.0, 81.0, 10.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.5, 18.7, 19.1, 20.4, 23.0, 24.0]","[2, 1, 2, 0, 0, 0]",hora_diag
31721049951,2026-08-14,Nuit,0,2.17,10.5,2.17,0.0,0.0,19.48,8079.35,0.92,"[0.0, 0.0, 0.0, 0.5, 2.0, 10.5]","[0.0, 0.0, 0.0, 0.5, 2.0, 10.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.2, 19.9, 19.8, 19.4, 18.9, 18.7]","[0, 0, 0, 0, 0, 0]",hora_diag
31721049951,2026-08-14,Soir,0,17.25,52.5,0.42,0.0,0.0,22.02,19999.72,0.75,"[0.0, 0.0, 0.0, 52.5, 48.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[24.8, 24.2, 22.8, 20.9, 19.9, 19.5]","[0, 0, 0, 0, 0, 0]",hora_diag
31895696178,2026-08-15,Soir,0,0.0,0.0,0.0,0.0,0.0,21.82,19999.83,0.68,"[0.0, 0.0, 0.0, 0.0, null, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, null]","[0.0, 0.0, 0.0, null, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[24.8, null, 22.9, 21.0, 20.3, 20.1]","[0, 0, 0, 0, null, 0]",hora_diag
31895696178,2026-08-16,Après-midi,1,41.5,83.0,0.3,6.08,0.0,27.4,19999.79,0.49,"[23.5, 67.5, 1.0, 32.5, null, 83.0]","[null, 0.0, 1.0, 0.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 33.0, 3.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.1, 28.0, 28.5, 28.0, 26.3, 26.5]","[1, 0, 0, 0, null, 0]",hora_diag
31895696178,2026-08-16,Matin,0,17.5,84.5,3.0,16.6,0.0,19.93,2015.12,0.8,"[84.5, 1.5, 0.0, 0.0, 19.0, 0.0]","[14.0, 1.0, null, 0.0, 0.0, 0.0]","[82.0, 1.0, 0.0, null, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.4, 16.9, 18.3, 20.0, 22.8, 25.2]","[2, 0, 0, 0, 0, 0]",hora_diag
31895696178,2026-08-16,Nuit,0,0.75,3.0,0.0,0.0,0.0,19.12,19999.67,0.81,"[0.0, 3.0, 0.5, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[19.8, null, 19.9, 19.4, 18.6, 17.9]","[0, 0, 0, 0, 0, 0]",hora_diag
31895696178,2026-08-16,Soir,1,79.2,100.0,0.0,0.0,0.0,21.6,19999.88,0.73,"[100.0, 100.0, 100.0, 96.0, null, 0.0]","[null, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[24.7, 23.2, 22.0, 20.9, 19.8, 19.0]","[3, 0, 0, 0, null, 0]",hora_diag
